,amount,mc_weeks_signup,mc_atm_br_tx_out_count_lifetime,mc_credit_transfer_out_br_sum_last_30d,mc_billpay_br_sum_last_15d,mc_billpay_br_count_last_1y,mc_credit_transfer_out_br_sum_last_1y,mc_pur_br_count_last_1y,mc_billpay_br_count_last_15d,mc_atm_br_tx_out_count_last_1y,mc_sanction_count_last_2d,mc_credit_transfer_in_rounded_amounts_br_sum_last_30d,mc_pur_br_sum_last_15d,mc_credit_transfer_in_br_sum_last_180d,mc_credit_transfer_out_br_count_lifetime,mc_credit_transfer_out_br_count_sanction_last_30d,mc_credit_transfer_out_br_count_last_15d,mc_pur_br_count_last_15d,mc_credit_transfer_in_br_sum_last_120d,mc_pur_br_count_lifetime,mc_credit_transfer_in_br_count_last_30d,mc_credit_transfer_in_br_sum_last_90d,mc_credit_transfer_out_br_count_last_1y,mc_billpay_br_sum_last_1y,mc_credit_transfer_out_rounded_amounts_br_sum_last_30d,mc_credit_transfer_out_br_sum_last_15d,mc_credit_transfer_in_br_count_sanction_last_30d,mc_credit_transfer_in_br_sum_last_15d,mc_billpay_br_count_lifetime,mc_atm_br_tx_out_count_last_15d,mc_credit_transfer_out_rounded_amounts_br_count_last_30d,mc_credit_transfer_in_br_sum_last_60d,mc_pur_br_sum_last_1y,mc_chip_tx_succ_count_30d,mc_chip_tx_decl_ext_count_7d,mc_chip_tx_amount_local_decl_ext_sum_15d,mc_chip_tx_amount_succ_sum_7d,mc_chip_tx_amount_local_succ_sum_15d,mc_chip_tx_amount_decl_ext_sum_30d,mc_chip_tx_amount_succ_sum_30d,mc_chip_tx_succ_count_7d,decline_ext_rate_30d,mc_tx_cp_mean_decl_ext_last_31d_mw,mc_tx_amount_sum_last_60m,mc_tx_amount_decl_ext_sum_lifetime,mc_tx_amount_succ_sum_last_30d,mc_tx_succ_count_last_24h,mc_tx_amount_succ_sum_last_14d,mc_tx_amount_fail_sum_last_60m,mc_tx_amount_succ_sum_last_60m,mc_tx_amount_succ_sum_last_2d,mc_tx_amount_succ_sum_last_90d,mc_tx_amount_fail_sum_last_14d,mc_tx_amount_succ_sum_lifetime,mc_tx_amount_pend_sum_last_2d,mc_tx_amount_decl_int_sum_lifetime,mc_tx_amount_sum_last_24h,mc_tx_amount_sum_lifetime,mc_tx_succ_count_last_14d,mc_tx_succ_count_lifetime,mc_tx_amount_succ_sum_last_24h,mc_tx_amount_decl_ext_sum_last_14d,mc_tx_amount_decl_ext_sum_last_24h,mc_tx_amount_decl_ext_sum_last_60m,mc_tx_succ_count_last_2d,mc_tx_amount_fail_sum_lifetime,mc_tx_succ_count_last_30d,mc_tx_amount_sum_last_2d,mc_tx_succ_count_last_365d,mc_tx_succ_count_last_60m,mc_tx_amount_sum_last_14d,mc_tx_cp_sum_decl_ext_last_24h,mc_tx_cp_dbt_sum_sq_decl_ext_last_30d,mc_tx_count_decl_ext_last_30d,mc_tx_cp_sum_decl_ext_last_30d,mc_tx_cp_count_decl_ext_last_24h,mc_tx_cp_dbt_sum_sq_fail_last_24h,mc_tx_cp_count_decl_ext_last_30d,mc_tx_cp_dbt_sum_sq_fail_last_14d,mc_merchants_ip_count_dist_shared_last_15d,mcc_sum_succ_1y,mcc_sum_sq_succ_30d,mcc_count_succ_1y,mcc_sum_sq_succ_1y,mcc_sum_succ_30d,is_legal_entity,is_mei,is_person,anomaly_score,actual_fraud
831527,287.0,272.1428571428572,0.0,368510.3168994906,0.0,0.0,1256497.1636981927,1.0,0.0,0.0,0.0,0.0,0.0,239177.0636319019,402.0,0.0,18.0,0.0,209656.61562306195,1.0,3585.0,188695.1911842233,394.0,0.0,0.0,217770.137788413,0.0,46681.62194651329,0.0,0.0,0,159779.75732849963,105.8353101861836,6465,75,43344.5,60858.10236494624,661854.24,13279.666452535945,193990.74898812087,1745,0.044,184.925,2094.5453866407724,297975.4618000732,391139.16979436926,544,221366.52956301352,147.52292207428434,1947.022464566488,36932.12647836718,825229.5900237936,14880.760689741206,4307834.451675616,0.0,33196.15872056252,16951.08396205256,4676048.171961358,7225,186233,15794.492348289656,13567.15976833464,1156.5916137628983,147.52292207428434,1353,368213.720285736,14651,38956.07352718681,66765,59,236247.29025275467,6201.5,14468463.5,680.0,125280.0,31.0,418961.0,680.0,7542372.0,54.0,158623842.82000002,18865978275.4966,1507928,473831740695.6207,6971694.6,0,0,1,0.7410577170739878,0
831601,190.0,272.1428571428572,0.0,368510.3168994906,0.0,0.0,1256497.1636981927,1.0,0.0,0.0,0.0,0.0,0.0,239177.0636319019,402.0,0.0,18.0,0.0,209656.61562306195,1.0,3585.0,188695.1911842233,394.0,0.0,0.0,217770.137788413,0.0,46681.62194651329,0.0,0.0,0,159779.75732849963,105.8353101861836,6465,75,43344.5,60858.10236494624,661854.24,13279.666452535945,193990.74898812087,1745,0.044,184.005,918.8437190715392,297975.4618000732,391139.16979436926,542,221366.52956301352,12.137961942820862,906.7057571287183,38214.13970693674,825229.5900237936,14880.760689741206,4307834.451675616,0.0,33196.15872056252,16094.155380622124,4676048.171961358,7225,186233,15025.46639567619,13567.15976833464,1068.6889849459317,12.137961942820862,1381,368213.720285736,14651,40262.049876846046,66765,43,236247.29025275467,5731.5,14468463.5,680.0,125280.0,32.0,239495.5,680.0,7542372.0,54.0,158623842.82000002,18865978275.4966,1507928,473831740695.6207,6971694.6,0,0,1,0.7411625009050439,0
833205,140.0,8.714285714285714,0.0,101057.38012652106,0.0,1.0,208872.71281083036,0.0,0.0,0.0,,0.0,0.0,62469.288889562406,113.0,0.0,25.0,0.0,62469.288889562406,0.0,3408.0,62469.288889562406,113.0,377.025975750906,376000.0,40168.80621241823,0.0,21138.19403801215,1.0,0.0,23,62368.51840335904,0.0,6620,122,19195.0,21812.343313979887,244870.99,6387.668490389168,84552.00628109249,1696,0.051,71.213,366.9998508130688,16942.670567056753,161644.22178704778,69,82578.64934111547,7.459346561241235,359.54050425182754,1027.6389122398707,281135.0593749052,5518.264243228447,281135.0593749052,0.0,339.9146969219352,726.9151872295988,299818.0205537762,6976,23115,700.8074742652545,5238.825655759232,26.107712964344323,7.459346561241235,111,18682.96117887108,13772,1131.5949824129038,23115,26,88096.91358434391,140.0,2473036.6001,738.0,52770.98,5.0,4400.0,738.0,1146134.0,2.0,3063415027.1900024,501510846619.1969,32834609,5759991768259.505,284791805.77,0,0,1,0.7045151912336618,0
833440,430.0,272.57142857142856,0.0,366366.4736168228,0.0,0.0,1297058.522381606,1.0,0.0,0.0,0.0,0.0,0.0,244547.7997027916,414.0,0.0,28.0,0.0,216120.7250348021,1.0,3357.0,194362.70979872765,405.0,0.0,23000.0,229833.2749793456,0.0,46668.67209358803,0.0,0.0,2,162390.52001012804,105.8353101861836,6113,81,39886.0,54283.83254235705,678038.24,11799.600222240177,190958.43366719424,1632,0.043,180.359,1263.0978220193097,299433.36193529854,380735.3883207351,382,222541.38309596508,11.226704587979942,1251.8711174313298,27501.494091688928,853664.6247233609,13816.260819118905,4342173.345488515,0.0,33878.86217517871,10568.913254995883,4712645.66172673,7314,187342,10132.755781752863,11902.61928111944,436.1574732430207,11.226704587979942,888,370472.3162382096,13780,29279.527510154432,67354,63,236357.64391508396,2331.0,10339167.5,625.0,113459.5,17.0,49620.75,625.0,7998613.0,0.0,157337778.77000004,10127016885.3863,1501269,469113153243.8032,6467995.630000001,0,0,1,0.7046471911552037,0
839057,110.0,272.1428571428572,0.0,368510.3168994906,0.0,0.0,1256497.1636981927,1.0,0.0,0.0,0.0,0.0,0.0,239177.0636319019,402.0,0.0,18.0,0.0,209656.61562306195,1.0,3585.0,188695.1911842233,394.0,0.0,0.0,217770.137788413,0.0,46681.62194651329,0.0,0.0,0,159779.75732849963,105.8353101861836,6465,75,43344.5,60858.10236494624,661854.24,13279.666452535945,193990.74898812087,1745,0.044,183.654,2128.9051558327574,297975.4618000732,391139.16979436926,552,221366.52956301352,174.22643834849023,1954.678717484267,38851.10184195325,825229.5900237936,14880.760689741206,4307834.451675616,0.0,33196.15872056252,16174.439298582529,4676048.171961358,7225,186233,15049.9097949735,13567.15976833464,1124.5295036090274,174.22643834849023,1413,368213.720285736,14651,41235.18955398525,66765,60,236247.29025275467,6032.5,14468463.5,680.0,125280.0,35.0,326314.5,680.0,7542372.0,54.0,158623842.82000002,18865978275.4966,1507928,473831740695.6207,6971694.6,0,0,1,0.7349729675984714,0
847395,125.0,268.1428571428572,0.0,310413.0725747336,0.0,0.0,927219.4590465724,1.0,0.0,0.0,0.0,0.0,0.0,175188.6701626896,361.0,0.0,43.0,0.0,146926.64353885775,1.0,3678.0,130636.63554108524,361.0,0.0,1000.0,186830.49441935556,0.0,44442.380896856754,0.0,0.0,1,109253.85154252774,105.8353101861836,5985,104,36147.5,48491.21872578389,492721.0,10532.651036614849,153374.31949140044,1853,0.039,160.912,1429.3696915511844,276947.37243588304,316627.6609351973,805,169540.910818821,62.39755625093131,1366.972135300253,46569.17042916726,558375.0043158465,11101.68716364303,3941844.286328858,0.0,31218.51884225972,19715.55025170964,4285902.250110963,7241,172682,17699.402653831552,9667.66007477602,2016.1475978780927,62.39755625093131,2028,344057.96378210466,13814,50319.39917543539,57911,59,180642.597982464,10772.0,14257386.0,564.0,88832.5,55.0,416513.0,564.0,10059607.0,645.0,167061867.06000006,19707404447.513603,1570011,494249075051.812,6973205.42,0,0,1,0.7174283638399719,0
855538,103.0,272.1428571428572,0.0,368510.3168994906,0.0,0.0,1256497.1636981927,1.0,0.0,0.0,0.0,0.0,0.0,239177.0636319019,402.0,0.0,18.0,0.0,209656.61562306195,1.0,3585.0,188695.1911842233,394.0,0.0,0.0,217770.137788413,0.0,46681.62194651329,0.0,0.0,0,159779.75732849963,105.8353101861836,6465,75,43344.5,60858.10236494624,661854.24,13279.666452535945,193990.74898812087,1745,0.044,183.698,1699.6881477470074,297975.4618000732,391139.16979436926,541,221366.52956301352,100.27823943530466,1599.409908311703,36665.3626936794,825229.5900237936,14880.760689741206,4307834.451675616,0.0,33196.15872056252,16159.937023525428,4676048.171961358,7225,186233,15268.86532474433,13567.15976833464,857.4588810932901,100.27823943530466,1339,368213.720285736,14651,38852.694531021545,66765,68,236247.29025275467,4594.5,14468463.5,680.0,125280.0,27.0,425446.0,680.0,7542372.0,54.0,158623842.82000002,18865978275.4966,1507928,473831740695.6207,6971694.6,0,0,1,0.7282851305759235,0
857060,220.0,268.0,0.0,296359.0915710576,0.0,0.0,903603.8867681556,1.0,0.0,0.0,0.0,0.0,0.0,169648.91765633234,356.0,0.0,42.0,0.0,141223.5693076664,1.0,3498.0,124561.51402927184,356.0,0.0,1000.0,171897.54281497723,0.0,40873.67520570231,0.0,0.0,1,103178.73003071436,105.8353101861836,5638,80,28985.5,42773.30665153184,455008.5,9147.69155676524,143857.79312063227,1628,0.038,156.05,2780.6031489856805,274576.2500232872,297543.777900387,812,163050.62838435953,584.7580085199016,2195.8451404657785,41097.36406354943,533225.9998682325,9343.157270510996,3916695.281881245,0.0,31218.51884225972,20036.661957218188,4258336.145807853,6869,171582,18139.09225149888,7955.107624547504,1843.2371530261053,584.7580085199016,1827,341640.8639266052,13040,43690.37008495161,57566,98,172393.7856548705,10424.0,10309944.0,524.0,78368.5,45.0,4686607.0,524.0,5828813.0,652.0,167190631.02000007,11993564652.2799,1571501,487556427920.8671,6719271.19,0,0,1,0.7521538012192927,0
861848,215.0,268.0,0.0,296359.0915710576,0.0,0.0,903603.8867681556,1.0,0.0,0.0,0.0,0.0,0.0,169648.91765633234,356.0,0.0,42.0,0.0,141223.5693076664,1.0,3498.0,124561.51402927184,356.0,0.0,1000.0,171897.54281497723,0.0,40873.67520570231,0.0,0.0,1,103178.73003071436,105.8353101861836,5638,80,28985.5,42773.30665153184,455008.5,9147.69155676524,143857.79312063227,1628,0.038,152.262,2270.5350273049708,274576.2500232872,297543.777900387,768,163050.62838435953,541.407848068009,1729.127179236962,38540.64593741306,533225.9998682325,9343.157270510996,3916695.281881245,0.0,31218.51884225972,18771.622891883817,4258336.145807853,6869,171582,17434.49449578173,7955.107624547504,1266.8707848608578,541.407848068009,1686,341640.8639266052,13040,40596.6523426885,57566,71,172393.7856548705,7355.0,10309944.0,524.0,78368.5,39.0,4690334.0,524.0,5828813.0,652.0,167190631.02000007,11993564652.2799,1571501,487556427920.8671,6719271.19,0,0,1,0.7260712332697472,0
867843,132.0,269.1428571428572,0.0,344033.4359440627,0.0,0.0,1006795.9637992694,1.0,0.0,0.0,0.0,0.0,0.0,192139.6930372599,377.0,0.0,42.0,0.0,164649.75638436887,1.0,4056.0,147685.15405645105,377.0,0.0,1000.0,194093.51168861697,0.0,47393.28664682001,0.0,0.0,1,125126.99903028154,105.8353101861836,6505,50,33196.5,26776.547779372053,489713.5,11082.52509092941,166311.68868780645,1127,0.039,154.671,1724.838118052177,281200.9431770398,350195.29948211,583,183169.4384024484,42.29516787064416,1682.542950181533,28951.76609440243,626859.3539311041,10977.881226467083,4022670.473687356,0.0,31439.88626108328,14309.241307032968,4371841.083822048,7994,176393,13825.466931167412,9919.678847955513,464.31111277463776,42.29516787064416,1289,349170.6101346904,15216,30130.945310966432,60175,90,194147.3196289155,2481.0,12831765.0,619.0,97281.5,26.0,125169.0,619.0,8611812.0,600.0,164968852.62,19667852843.510105,1551985,489438341183.1888,7405944.029999999,0,0,1,0.7224924052241193,0
867844,150.0,269.1428571428572,0.0,344033.4359440627,0.0,0.0,1006795.9637992694,1.0,0.0,0.0,0.0,0.0,0.0,192139.6930372599,377.0,0.0,42.0,0.0,164649.75638436887,1.0,4056.0,147685.15405645105,377.0,0.0,1000.0,194093.51168861697,0.0,47393.28664682001,0.0,0.0,1,125126.99903028154,105.8353101861836,6505,50,33196.5,26776.547779372053,489713.5,11082.52509092941,166311.68868780645,1127,0.039,154.073,2109.0504173372765,281200.9431770398,350195.29948211,597,183169.4384024484,114.53381741962048,1994.5165999176556,29782.01150408651,626859.3539311041,10977.881226467083,4022670.473687356,0.0,31439.88626108328,14732.00583897892,4371841.083822048,7994,176393,14205.00056144027,9919.678847955513,507.5420144477298,114.53381741962048,1324,349170.6101346904,15216,31055.349525243084,60175,100,194147.3196289155,2712.0,12831765.0,619.0,97281.5,30.0,161842.0,619.0,8611812.0,600.0,164968852.62,19667852843.510105,1551985,489438341183.1888,7405944.029999999,0,0,1,0.726509810553009,0
875972,203.0,,0.0,350016.77159123024,0.0,0.0,1164557.9391012471,1.0,0.0,0.0,,0.0,0.0,221933.63255544603,393.0,0.0,13.0,0.0,191415.03920976663,1.0,3650.0,173501.5172965157,389.0,0.0,1000.0,152968.90806679867,0.0,35452.985272567326,0.0,0.0,1,145763.60850060248,105.8353101861836,6096,82,35144.0,47294.9683595172,413928.24,12515.899051800216,169609.49036068743,1433,0.043,177.562,6857.814423758536,292499.11353778414,357358.6735447394,389,141636.23576463427,451.0689101966197,6406.745513561916,25764.186844756183,730527.631524143,11296.821562535142,4196859.708829647,0.0,33085.295639281685,15996.57687572287,4559183.831302363,4696,182672,14898.285639667203,9691.133984782406,1098.291236055666,451.0689101966197,836,362324.1224727135,14273,27368.39159795545,64212,158,152933.0573271694,5887.5,15239028.5,651.0,113789.5,23.0,595691.75,651.0,7260895.25,67.0,159595927.92999998,19649679029.8866,1518586,475553501861.6845,7084322.199999999,0,0,0,0.7599631107776676,0
876477,200.0,50.57142857142857,0.0,147.29681681232103,0.0,0.0,8623.4533576255,0.0,0.0,0.0,0.0,0.0,0.0,7049.594006456463,34.0,0.0,0.0,0.0,7044.187042286612,0.0,697.0,6421.10127773472,34.0,0.0,0.0,,0.0,1571.3701589870625,0.0,0.0,0,4749.112710972775,0.0,7529,26,4446.639999999999,1518.1102204850836,90099.07,2530.7555383088325,39653.39736632276,488,0.055,29.731,1710.7968296783488,15268.306526596423,92224.3931233319,1921,14495.497061085054,138.7477598980176,1572.0490697803314,9823.4892013228,127642.39318465815,946.6805034458872,195766.64676547103,0.0,1721.922267135038,7887.117335156212,214764.5102017343,4070,45358,7356.143883828777,845.0641104140796,525.4309309586712,138.7477598980176,2731,18997.86343626332,19124,10329.338407818632,45358,417,15442.177564530946,2844.0,1819995.9774,1120.0,33636.07,107.0,299278.0,1120.0,216913.4102,1.0,407184094.22,15935775201.356,12183341,382091327962.853,28950360.180000003,0,1,0,0.7944375930050976,0
884846,120.0,8.428571428571429,0.0,103423.13614440925,0.0,1.0,208826.0918948226,0.0,0.0,0.0,0.0,1000.0,0.0,61432.77165847186,112.0,0.0,25.0,0.0,61432.77165847186,0.0,3420.0,61432.77165847186,112.0,377.025975750906,376000.0,43900.54662110395,0.0,21558.990769855867,1.0,0.0,23,61432.77165847186,0.0,6770,139,19851.0,25747.2884879408,259709.0,6223.382261028355,86137.39430594913,1986,0.05,70.433,844.77099806057,16499.21241399096,163599.0700947833,693,90015.44905754278,125.31702222885276,719.4539758317173,20252.386008046484,276822.3971341175,5754.170344090997,276822.3971341175,0.0,339.9146969219352,8808.18290317769,295061.90015992266,7566,22706,7993.249291362077,5424.209048786232,796.2852454125021,125.31702222885276,1765,18239.503025805287,13952,22075.13969602144,22706,65,95769.6194016338,4270.0,2449061.6001,733.0,51371.98,57.0,173200.0,733.0,1222234.0,2.0,3084015812.370003,507446490431.91846,33081523,5768500522979.912,285535537.92999995,0,0,1,0.8065056242158612,0
885097,152.5,273.1428571428572,0.0,381151.3963239605,0.0,0.0,1350974.5136132084,1.0,0.0,0.0,0.0,0.0,0.0,254621.1543949473,429.0,0.0,38.0,0.0,226277.676903011,1.0,3255.0,204426.6111827504,416.0,0.0,23000.0,217695.30841109503,0.0,42175.507304259256,0.0,0.0,2,168160.89651017392,105.8353101861836,6274,66,29615.7,42983.992200664834,657128.8,12267.99955527279,204417.51245847295,1247,0.044,187.58,2476.9864341085263,302671.21522127854,398029.1252185755,629,208905.859309357,392.814549791294,2084.1718843172325,40488.24028293242,909230.366085938,11902.404300270067,4405765.5681390045,0.0,33919.33632754761,21486.597075866757,4779992.094911991,6862,189534,19781.996848906776,10172.101683494428,1655.7468648890108,392.814549791294,1312,374226.5267729836,13823,43213.32425168857,68657,86,220808.2636096271,8879.5,10667613.75,644.0,118862.4,37.0,1178272.5,644.0,5276176.75,0.0,156483272.90000004,11560284238.2169,1492474,468192723402.6529,6599854.210000001,0,0,1,0.7529674631216888,0
885131,230.0,274.0,0.0,453915.9205684878,0.0,0.0,1463616.7860659298,1.0,0.0,0.0,0.0,1000.0,0.0,273422.2805158816,459.0,0.0,62.0,0.0,244749.2602046084,1.0,3424.0,218964.5871110401,442.0,0.0,92000.0,230369.8978051234,0.0,44492.23497000904,0.0,0.0,6,175534.517380983,105.8353101861836,7175,126,40768.2,61929.91733897891,666488.56,15526.366871944065,246186.08435650056,1781,0.046,193.478,2057.5266516586357,309346.0157994347,463644.5291648281,567,211033.5505542261,68.09429012632793,1989.432361532308,38724.84521074159,993518.7325437126,13217.648944421777,4518868.0022298405,0.0,34220.017563093184,18334.12481889132,4900299.37146,7012,193245,16880.914079368966,11370.553999361491,1395.163147939253,68.09429012632793,1341,381431.3692301578,15269,40755.91169091719,70691,65,224251.19949864785,7496.5,12473173.0,739.0,142061.9,34.0,1671397.25,739.0,6250440.25,0.0,154557106.55000007,16478571845.994797,1477218,466583106863.4332,6939045.040000001,0,0,1,0.7235841127912629,0
889314,105.0,269.42857142857144,0.0,337351.9957398358,0.0,0.0,1021963.6148534388,1.0,0.0,0.0,,0.0,0.0,194928.31195157772,380.0,0.0,40.0,0.0,165361.1583553549,1.0,3931.0,150068.3836636226,380.0,0.0,1000.0,197047.8635244316,0.0,48702.92746423954,0.0,0.0,1,127418.3758333138,105.8353101861836,6383,42,31988.5,24907.796748435496,496305.5,10910.051792160955,163559.37899044642,1034,0.039,,167.68349739866005,281729.23733956605,344391.48821272474,8,171970.17212073927,0.0,167.68349739866005,16443.022101901122,637896.1651248339,10301.525762724505,4039267.823842736,0.0,31439.88626108328,167.68349739866005,4389000.037282292,7689,177140,167.68349739866005,9271.583993194196,0.0,0.0,737,349732.2134395528,14960,17006.027466455234,60512,8,182271.69788346376,0.0,12630635.5,619.0,96591.5,0.0,0.0,619.0,8356993.0,716.0,164372443.48,19781046439.967804,1550670,486479339147.90393,7502352.12,0,0,1,0.7133667110502551,0
891421,183.0,273.42857142857144,0.0,377411.6606216181,0.0,0.0,1375045.7780473349,1.0,0.0,0.0,,0.0,0.0,258742.5640890856,438.0,0.0,45.0,0.0,230542.60754153843,1.0,3078.0,207984.452515369,424.0,0.0,28000.0,224442.7525548193,0.0,43489.1553112753,0.0,0.0,3,169526.7822681656,105.8353101861836,6106,77,34498.7,47676.07105486437,680575.3,12996.04385119398,204380.51969971595,1434,0.044,193.297,3845.687984496125,304231.572257653,391979.44525035215,345,211641.40107831344,213.36463923673227,3632.323345259392,29491.65175909362,926960.6419003684,12263.251718308282,4431247.269093091,0.0,33919.33632754761,12979.651162790702,4807061.3592232615,7121,190389,11706.544424567684,10505.742780721668,1273.1067382230171,213.36463923673227,947,375814.09013016906,13249,31917.20706618964,69185,106,223904.65279662173,6832.0,11242140.0,617.0,120550.9,42.0,142644.25,617.0,5440514.25,0.0,155633317.61000007,11455433830.476398,1488375,465021952518.3865,6515745.1,0,0,1,0.7710342001624908,0
895531,240.0,267.85714285714283,0.0,277176.4252144702,0.0,0.0,883250.0188524646,1.0,0.0,0.0,0.0,0.0,0.0,163056.31812471643,352.0,0.0,40.0,0.0,134902.072557591,1.0,3282.0,118254.37099769428,352.0,0.0,0.0,160869.93711123354,0.0,36907.01720589338,0.0,0.0,0,97292.94655885568,105.8353101861836,5349,77,27336.5,39611.82337267906,430313.0,8694.137074246084,137125.0589562428,1451,0.038,148.134,2308.946135831381,273503.0884307813,281186.12014902727,642,151841.58348254173,65.57377049180326,2243.372365339578,30141.32155215454,513597.72524835175,8951.143886290663,3895336.031295765,0.0,31164.18628956651,15012.623573913354,4235833.476018626,6355,170630,14043.269752449449,7633.351851568389,953.4287629158962,65.57377049180326,1338,340497.44472285814,12342,31292.205348968484,57281,108,160792.72736883236,5095.0,9276534.0,494.0,73860.5,39.0,978294.0,494.0,4779726.0,656.0,167379464.79000005,11716093945.7537,1572995,487612159734.7412,6583937.150000001,0,0,1,0.7133327491536745,0
895939,820.0,267.85714285714283,0.0,277176.4252144702,0.0,0.0,883250.0188524646,1.0,0.0,0.0,0.0,0.0,0.0,163056.31812471643,352.0,0.0,40.0,0.0,134902.072557591,1.0,3282.0,118254.37099769428,352.0,0.0,0.0,160869.93711123354,0.0,36907.01720589338,0.0,0.0,0,97292.94655885568,105.8353101861836,5349,77,27336.5,39611.82337267906,430313.0,8694.137074246084,137125.0589562428,1451,0.038,148.825,2391.1943793911,273503.0884307813,281186.12014902727,608,151841.58348254173,119.53161592505856,2271.662763466041,30141.32155215454,513597.72524835175,8951.143886290663,3895336.031295765,0.0,31164.18628956651,14342.246632634611,4235833.476018626,6355,170630,13415.661353146705,7633.351851568389,910.6602209398987,119.53161592505856,1338,340497.44472285814,12342,31292.205348968484,57281,96,160792.72736883236,4868.0,9276534.0,494.0,73860.5,35.0,949994.0,494.0,4779726.0,656.0,167379464.79000005,11716093945.7537,1572995,487612159734.7412,6583937.150000001,0,0,1,0.7078472830472803,0
896261,220.0,267.85714285714283,0.0,277176.4252144702,0.0,0.0,883250.0188524646,1.0,0.0,0.0,0.0,0.0,0.0,163056.31812471643,352.0,0.0,40.0,0.0,134902.072557591,1.0,3282.0,118254.37099769428,352.0,0.0,0.0,160869.93711123354,0.0,36907.01720589338,0.0,0.0,0,97292.94655885568,105.8353101861836,5349,77,27336.5,39611.82337267906,430313.0,8694.137074246084,137125.0589562428,1451,0.038,148.256,2287.9625292740047,273503.0884307813,281186.12014902727,714,151841.58348254173,127.02576112412176,2160.9367681498825,34263.11343192398,513597.72524835175,8951.143886290663,3895336.031295765,0.0,31164.18628956651,16444.26998496977,4235833.476018626,6355,170630,15379.539305812856,7633.351851568389,994.473067915691,72.69320843091334,1512,340497.44472285814,12342,35615.43059572314,57281,93,160792.72736883236,5308.0,9276534.0,494.0,73860.5,40.0,1134550.0,494.0,4779726.0,656.0,167379464.79000005,11716093945.7537,1572995,487612159734.7412,6583937.150000001,0,0,1,0.7147465697424635,0
896648,120.0,267.85714285714283,0.0,277176.4252144702,0.0,0.0,883250.0188524646,1.0,0.0,0.0,0.0,0.0,0.0,163056.31812471643,352.0,0.0,40.0,0.0,134902.072557591,1.0,3282.0,118254.37099769428,352.0,0.0,0.0,160869.93711123354,0.0,36907.01720589338,0.0,0.0,0,97292.94655885568,105.8353101861836,5349,77,27336.5,39611.82337267906,430313.0,8694.137074246084,137125.0589562428,1451,0.038,148.678,2739.484777517564,273503.0884307813,281186.12014902727,677,151841.58348254173,131.14754098360655,2608.337236533958,31638.69528882847,513597.72524835175,8951.143886290663,3895336.031295765,0.0,31164.18628956651,16099.75948584134,4235833.476018626,6355,170630,15021.507126823884,7633.351851568389,1007.9947477762396,76.81498829039812,1404,340497.44472285814,12342,32810.77826059017,57281,112,160792.72736883236,5385.0,9276534.0,494.0,73860.5,39.0,1131994.0,494.0,4779726.0,656.0,167379464.79000005,11716093945.7537,1572995,487612159734.7412,6583937.150000001,0,0,1,0.7260404306196983,0
896804,115.0,267.85714285714283,0.0,277176.4252144702,0.0,0.0,883250.0188524646,1.0,0.0,0.0,0.0,0.0,0.0,163056.31812471643,352.0,0.0,40.0,0.0,134902.072557591,1.0,3282.0,118254.37099769428,352.0,0.0,0.0,160869.93711123354,0.0,36907.01720589338,0.0,0.0,0,97292.94655885568,105.8353101861836,5349,77,27336.5,39611.82337267906,430313.0,8694.137074246084,137125.0589562428,1451,0.038,148.678,2558.8758782201403,273503.0884307813,281186.12014902727,653,151841.58348254173,138.6416861826698,2420.234192037471,31638.69528882847,513597.72524835175,8951.143886290663,3895336.031295765,0.0,31164.18628956651,15281.78411475866,4235833.476018626,6355,170630,14257.86430843441,7633.351851568389,1007.9947477762396,138.6416861826698,1404,340497.44472285814,12342,32810.77826059017,57281,116,160792.72736883236,5385.0,9276534.0,494.0,73860.5,39.0,1131994.0,494.0,4779726.0,656.0,167379464.79000005,11716093945.7537,1572995,487612159734.7412,6583937.150000001,0,0,1,0.7249986595457512,0
898044,390.0,267.85714285714283,0.0,277176.4252144702,0.0,0.0,883250.0188524646,1.0,0.0,0.0,0.0,0.0,0.0,163056.31812471643,352.0,0.0,40.0,0.0,134902.072557591,1.0,3282.0,118254.37099769428,352.0,0.0,0.0,160869.93711123354,0.0,36907.01720589338,0.0,0.0,0,97292.94655885568,105.8353101861836,5349,77,27336.5,39611.82337267906,430313.0,8694.137074246084,137125.0589562428,1451,0.038,148.087,2550.4449648711943,273503.0884307813,281186.12014902727,632,151841.58348254173,104.54332552693208,2445.9016393442625,30141.32155215454,513597.72524835175,8951.143886290663,3895336.031295765,0.0,31164.18628956651,14842.9754090762,4235833.476018626,6355,170630,13850.81635909649,7633.351851568389,976.2339914317024,104.54332552693208,1338,340497.44472285814,12342,31292.205348968484,57281,103,160792.72736883236,5218.0,9276534.0,494.0,73860.5,40.0,978294.0,494.0,4779726.0,656.0,167379464.79000005,11716093945.7537,1572995,487612159734.7412,6583937.150000001,0,0,1,0.7158231376675761,0
